type,eventId,socket_sequence,events
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '0.39', 'delta': '1', 'remaining': '1', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '0.40', 'delta': '67.5', 'remaining': '67.5', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '0.43', 'delta': '1', 'remaining': '1', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '0.46', 'delta': '0.86', 'remaining': '0.86', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '0.49', 'delta': '781', 'remaining': '781', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '0.50', 'delta': '759.0005', 'remaining': '759.0005', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '0.53', 'delta': '0.08695652', 'remaining': '0.08695652', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '0.58', 'delta': '0.2', 'remaining': '0.2', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '0.64', 'delta': '0.1', 'remaining': '0.1', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '0.74', 'delta': '1000', 'remaining': '1000', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '0.87', 'delta': '125', 'remaining': '125', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '0.90', 'delta': '1', 'remaining': '1', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '0.97', 'delta': '1', 'remaining': '1', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '0.99', 'delta': '1', 'remaining': '1', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '1.00', 'delta': '25180.000525', 'remaining': '25180.000525', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '1.01', 'delta': '5372.10891089', 'remaining': '5372.10891089', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '1.02', 'delta': '66.42156862', 'remaining': '66.42156862', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '1.03', 'delta': '1000', 'remaining': '1000', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '1.05', 'delta': '328.57142857', 'remaining': '328.57142857', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '1.06', 'delta': '6', 'remaining': '6', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '1.07', 'delta': '1', 'remaining': '1', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '1.08', 'delta': '62', 'remaining': '62', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '1.10', 'delta': '10010', 'remaining': '10010', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '1.11', 'delta': '100', 'remaining': '100', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '1.12', 'delta': '100', 'remaining': '100', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '1.16', 'delta': '125', 'remaining': '125', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '1.24', 'delta': '150', 'remaining': '150', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '1.25', 'delta': '10', 'remaining': '10', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '1.40', 'delta': '100', 'remaining': '100', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '1.51', 'delta': '60.00020186', 'remaining': '60.00020186', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '1.67', 'delta': '299.4011976', 'remaining': '299.4011976', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '1.70', 'delta': '11.76470588', 'remaining': '11.76470588', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '1.75', 'delta': '0.00038', 'remaining': '0.00038', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '1.98', 'delta': '1', 'remaining': '1', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '1.99', 'delta': '0.0001', 'remaining': '0.0001', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '2.00', 'delta': '2509.14859563', 'remaining': '2509.14859563', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '2.14', 'delta': '1', 'remaining': '1', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '2.35', 'delta': '25', 'remaining': '25', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '2.36', 'delta': '10', 'remaining': '10', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '2.50', 'delta': '1', 'remaining': '1', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '2.84', 'delta': '500', 'remaining': '500', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '3.00', 'delta': '13.00411333', 'remaining': '13.00411333', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '3.39', 'delta': '0.00001', 'remaining': '0.00001', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '3.50', 'delta': '0.903', 'remaining': '0.903', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '3.69', 'delta': '15', 'remaining': '15', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '3.96', 'delta': '1', 'remaining': '1', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '4.00', 'delta': '2', 'remaining': '2', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '4.50', 'delta': '0.0006072', 'remaining': '0.0006072', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '4.84', 'delta': '250', 'remaining': '250', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '4.95', 'delta': '1', 'remaining': '1', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '5.00', 'delta': '148.00887444', 'remaining': '148.00887444', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '5.01', 'delta': '100', 'remaining': '100', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '5.46', 'delta': '0.5', 'remaining': '0.5', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '5.81', 'delta': '17.21170395', 'remaining': '17.21170395', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '6.00', 'delta': '0.02', 'remaining': '0.02', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '6.57', 'delta': '0.913242', 'remaining': '0.913242', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '6.71', 'delta': '36.5', 'remaining': '36.5', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '7.05', 'delta': '0.000946', 'remaining': '0.000946', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '7.86', 'delta': '70', 'remaining': '70', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '8.00', 'delta': '72.876', 'remaining': '72.876', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '9.00', 'delta': '55.05663402', 'remaining': '55.05663402', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '9.06', 'delta': '1', 'remaining': '1', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '9.78', 'delta': '1', 'remaining': '1', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '9.80', 'delta': '1', 'remaining': '1', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '9.90', 'delta': '2', 'remaining': '2', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '9.95', 'delta': '0.0007', 'remaining': '0.0007', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '9.96', 'delta': '1', 'remaining': '1', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '9.97', 'delta': '10.00501504', 'remaining': '10.00501504', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '10.00', 'delta': '1402.71856839', 'remaining': '1402.71856839', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '10.01', 'delta': '63.000999', 'remaining': '63.000999', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '10.11', 'delta': '15', 'remaining': '15', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '10.23', 'delta': '10', 'remaining': '10', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '10.30', 'delta': '7.28155339', 'remaining': '7.28155339', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '10.58', 'delta': '0.99', 'remaining': '0.99', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '10.73', 'delta': '61', 'remaining': '61', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '10.99', 'delta': '100', 'remaining': '100', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '11.00', 'delta': '695.54545454', 'remaining': '695.54545454', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '11.02', 'delta': '90.74410163', 'remaining': '90.74410163', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '13.00', 'delta': '110', 'remaining': '110', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '14.20', 'delta': '35', 'remaining': '35', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '14.28', 'delta': '105.0420168', 'remaining': '105.0420168', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '15.00', 'delta': '0.67352108', 'remaining': '0.67352108', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '15.35', 'delta': '120', 'remaining': '120', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '16.00', 'delta': '31', 'remaining': '31', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '17.00', 'delta': '1', 'remaining': '1', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '18.00', 'delta': '20.00114607', 'remaining': '20.00114607', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '19.00', 'delta': '51', 'remaining': '51', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '19.50', 'delta': '1', 'remaining': '1', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '19.57', 'delta': '0.97087378', 'remaining': '0.97087378', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '19.95', 'delta': '2', 'remaining': '2', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '20.00', 'delta': '19.93247619', 'remaining': '19.93247619', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '22.00', 'delta': '0.003', 'remaining': '0.003', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '24.00', 'delta': '2.08333333', 'remaining': '2.08333333', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '24.75', 'delta': '0.04040404', 'remaining': '0.04040404', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '24.90', 'delta': '10', 'remaining': '10', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '25.00', 'delta': '20.1', 'remaining': '20.1', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '28.00', 'delta': '1', 'remaining': '1', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '29.00', 'delta': '1', 'remaining': '1', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '30.00', 'delta': '4.03335', 'remaining': '4.03335', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '31.00', 'delta': '5', 'remaining': '5', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '33.00', 'delta': '1', 'remaining': '1', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '34.91', 'delta': '1', 'remaining': '1', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '37.00', 'delta': '2', 'remaining': '2', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '40.00', 'delta': '1.008', 'remaining': '1.008', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '41.08', 'delta': '0.0022', 'remaining': '0.0022', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '42.33', 'delta': '0.9945665', 'remaining': '0.9945665', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '45.00', 'delta': '2.06888888', 'remaining': '2.06888888', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '47.50', 'delta': '0.011', 'remaining': '0.011', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '48.88', 'delta': '100', 'remaining': '100', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '49.00', 'delta': '2.02195972', 'remaining': '2.02195972', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '49.50', 'delta': '2', 'remaining': '2', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '49.85', 'delta': '5', 'remaining': '5', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '49.87', 'delta': '2', 'remaining': '2', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '50.00', 'delta': '31.615132', 'remaining': '31.615132', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '50.01', 'delta': '25', 'remaining': '25', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '51.00', 'delta': '0.06736981', 'remaining': '0.06736981', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '57.00', 'delta': '1', 'remaining': '1', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '59.00', 'delta': '1', 'remaining': '1', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '59.43', 'delta': '1', 'remaining': '1', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '60.00', 'delta': '1.00220034', 'remaining': '1.00220034', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '63.00', 'delta': '0.003381', 'remaining': '0.003381', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '64.00', 'delta': '1', 'remaining': '1', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '65.00', 'delta': '1', 'remaining': '1', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '69.00', 'delta': '2', 'remaining': '2', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '73.00', 'delta': '0.02202276', 'remaining': '0.02202276', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '74.00', 'delta': '0.989', 'remaining': '0.989', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '75.00', 'delta': '2.96666666', 'remaining': '2.96666666', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '77.00', 'delta': '1', 'remaining': '1', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '78.64', 'delta': '0.08901322', 'remaining': '0.08901322', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '85.37', 'delta': '20', 'remaining': '20', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '88.00', 'delta': '41', 'remaining': '41', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '94.00', 'delta': '0.09574468', 'remaining': '0.09574468', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '94.48', 'delta': '0.014', 'remaining': '0.014', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '95.00', 'delta': '1', 'remaining': '1', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '95.75', 'delta': '1.04177545', 'remaining': '1.04177545', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '97.00', 'delta': '0.0173', 'remaining': '0.0173', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '99.00', 'delta': '4', 'remaining': '4', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '99.75', 'delta': '3', 'remaining': '3', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '100.00', 'delta': '127.31046797', 'remaining': '127.31046797', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '100.01', 'delta': '1.9', 'remaining': '1.9', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '100.24', 'delta': '1', 'remaining': '1', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '100.41', 'delta': '0.49845632', 'remaining': '0.49845632', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '100.84', 'delta': '0.027', 'remaining': '0.027', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '100.94', 'delta': '0.01563872', 'remaining': '0.01563872', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '101.00', 'delta': '2.5', 'remaining': '2.5', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '101.01', 'delta': '10', 'remaining': '10', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '101.13', 'delta': '9.88', 'remaining': '9.88', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '101.18', 'delta': '10', 'remaining': '10', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '101.63', 'delta': '0.9974417', 'remaining': '0.9974417', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '101.89', 'delta': '10', 'remaining': '10', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '102.01', 'delta': '0.19409861', 'remaining': '0.19409861', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '103.00', 'delta': '5', 'remaining': '5', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '105.00', 'delta': '0.99', 'remaining': '0.99', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '108.00', 'delta': '0.016', 'remaining': '0.016', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '110.00', 'delta': '12.49529523', 'remaining': '12.49529523', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '110.01', 'delta': '9', 'remaining': '9', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '113.00', 'delta': '10', 'remaining': '10', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '118.00', 'delta': '3', 'remaining': '3', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '120.00', 'delta': '2.02145538', 'remaining': '2.02145538', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '125.00', 'delta': '1', 'remaining': '1', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '126.00', 'delta': '10', 'remaining': '10', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '130.00', 'delta': '0.07', 'remaining': '0.07', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '140.87', 'delta': '0.5', 'remaining': '0.5', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '147.00', 'delta': '0.99', 'remaining': '0.99', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '150.00', 'delta': '13.044361', 'remaining': '13.044361', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '150.41', 'delta': '0.00664849', 'remaining': '0.00664849', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '156.00', 'delta': '0.5', 'remaining': '0.5', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '188.00', 'delta': '10', 'remaining': '10', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '190.00', 'delta': '1', 'remaining': '1', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '198.00', 'delta': '8.08576351', 'remaining': '8.08576351', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '198.50', 'delta': '0.9974811', 'remaining': '0.9974811', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '200.00', 'delta': '12.1218979', 'remaining': '12.1218979', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '205.00', 'delta': '0.99843902', 'remaining': '0.99843902', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '220.00', 'delta': '0.0007', 'remaining': '0.0007', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '226.00', 'delta': '10', 'remaining': '10', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '241.00', 'delta': '1.00419087', 'remaining': '1.00419087', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '245.00', 'delta': '2', 'remaining': '2', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '250.00', 'delta': '63.78284', 'remaining': '63.78284', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '251.01', 'delta': '4', 'remaining': '4', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '256.00', 'delta': '0.53', 'remaining': '0.53', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '275.00', 'delta': '0.00363636', 'remaining': '0.00363636', 'side': 'bid'}"
update,5497745246,0,"{'type': 'change', 'reason': 'initial', 'price': '280.00', 'delta': '10', 'remaining': '10', 'side': 'bid'}"
